cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200005816,"Tasa de personas de 18 años y más que considera inseguro su municipio o delegación, por cada cien mil habitantes de 18 años y más",2014,64159.7233147342,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200005816,"Tasa de personas de 18 años y más que considera inseguro su municipio o delegación, por cada cien mil habitantes de 18 años y más",2015,64131.0252572872,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200005816,"Tasa de personas de 18 años y más que considera inseguro su municipio o delegación, por cada cien mil habitantes de 18 años y más",2016,65127.6883784614,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200005816,"Tasa de personas de 18 años y más que considera inseguro su municipio o delegación, por cada cien mil habitantes de 18 años y más",2017,66289.0614331995,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200005816,"Tasa de personas de 18 años y más que considera inseguro su municipio o delegación, por cada cien mil habitantes de 18 años y más",2018,70012.4491861825,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200005816,"Tasa de personas de 18 años y más que considera inseguro su municipio o delegación, por cada cien mil habitantes de 18 años y más",2020,70347.3428367505,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200009721,Porcentaje de hogares víctimas del delito,2010,35.9946494244852,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200009721,Porcentaje de hogares víctimas del delito,2011,30.4352022946925,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200009721,Porcentaje de hogares víctimas del delito,2012,32.4203746215106,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200009721,Porcentaje de hogares víctimas del delito,2013,33.9009702381991,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200009721,Porcentaje de hogares víctimas del delito,2014,33.2284615241917,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200009721,Porcentaje de hogares víctimas del delito,2015,33.9732718970933,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200009721,Porcentaje de hogares víctimas del delito,2016,34.2309017148432,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200009721,Porcentaje de hogares víctimas del delito,2017,35.6498060606618,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200009721,Porcentaje de hogares víctimas del delito,2018,33.9249845892139,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200009721,Porcentaje de hogares víctimas del delito,2019,29.2370690038579,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028394,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, mujeres",2010,21547.8360255862,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028394,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, mujeres",2011,22982.2608096903,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028394,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, mujeres",2012,25370.6981789434,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028394,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, mujeres",2013,26432.0838672606,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028394,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, mujeres",2014,27129.6434458208,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028394,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, mujeres",2015,26467.1002552269,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028394,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, mujeres",2016,27609.1542764643,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028394,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, mujeres",2017,28279.5283518182,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028394,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, mujeres",2018,27044.6104577137,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028394,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, mujeres",2019,23471.1899804354,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028395,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, hombres",2010,26682.0972763387,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028395,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, hombres",2011,25867.8570632468,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028395,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, hombres",2012,29560.3532898647,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028395,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, hombres",2013,30284.7952261681,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028395,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, hombres",2014,29430.3823522116,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028395,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, hombres",2015,30180.6569668114,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028395,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, hombres",2016,30124.1988868463,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028395,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, hombres",2017,31419.3996093786,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028395,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, hombres",2018,29650.2794857013,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028395,"Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más, hombres",2019,26440.3806816981,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028526,Tasa de incidencia delictiva por cada cien mil habitantes,2010,30534.7775742852,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028526,Tasa de incidencia delictiva por cada cien mil habitantes,2011,29200.0773748976,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028526,Tasa de incidencia delictiva por cada cien mil habitantes,2012,35139.14911962467,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028526,Tasa de incidencia delictiva por cada cien mil habitantes,2013,41563.4111746155,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028526,Tasa de incidencia delictiva por cada cien mil habitantes,2014,41654.572322182,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028526,Tasa de incidencia delictiva por cada cien mil habitantes,2015,35496.8978282715,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028526,Tasa de incidencia delictiva por cada cien mil habitantes,2016,37016.6493692817,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028526,Tasa de incidencia delictiva por cada cien mil habitantes,2017,39369.1804089391,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028526,Tasa de incidencia delictiva por cada cien mil habitantes,2018,37806.82858703,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200028526,Tasa de incidencia delictiva por cada cien mil habitantes,2019,33658.9440713875,Casos por cada 100 mil habitantes
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200035293,Porcentaje de mujeres víctimas de por lo menos un delito,2010,21.5478360255862,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200035293,Porcentaje de mujeres víctimas de por lo menos un delito,2011,22.9822608096903,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200035293,Porcentaje de mujeres víctimas de por lo menos un delito,2012,25.3706981789434,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200035293,Porcentaje de mujeres víctimas de por lo menos un delito,2013,26.4320838672606,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200035293,Porcentaje de mujeres víctimas de por lo menos un delito,2014,27.1296434458208,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200035293,Porcentaje de mujeres víctimas de por lo menos un delito,2015,26.4671002552269,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200035293,Porcentaje de mujeres víctimas de por lo menos un delito,2016,27.6091542764643,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200035293,Porcentaje de mujeres víctimas de por lo menos un delito,2017,28.2795283518182,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200035293,Porcentaje de mujeres víctimas de por lo menos un delito,2018,27.0446104577137,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200035293,Porcentaje de mujeres víctimas de por lo menos un delito,2019,23.4711899804354,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200112676,Percepción de ausencia de corrupción en el sistema judicial,2011,25.378577339047,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200112676,Percepción de ausencia de corrupción en el sistema judicial,2012,26.0542824097215,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200112676,Percepción de ausencia de corrupción en el sistema judicial,2013,29.5604484130863,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200112676,Percepción de ausencia de corrupción en el sistema judicial,2014,29.8177771931789,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200112676,Percepción de ausencia de corrupción en el sistema judicial,2015,28.8070148739567,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200112676,Percepción de ausencia de corrupción en el sistema judicial,2016,28.3390862738398,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200112676,Percepción de ausencia de corrupción en el sistema judicial,2017,27.0930446219851,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200112676,Percepción de ausencia de corrupción en el sistema judicial,2018,27.2937380834213,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200112676,Percepción de ausencia de corrupción en el sistema judicial,2019,26.011600804551,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200112676,Percepción de ausencia de corrupción en el sistema judicial,2020,25.2599578174271,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116477,Personas de 18 años y más que identifican a la Policía Federal y les genera alguna confianza,2011,16520514,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116477,Personas de 18 años y más que identifican a la Policía Federal y les genera alguna confianza,2012,17008200,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116477,Personas de 18 años y más que identifican a la Policía Federal y les genera alguna confianza,2013,17048292,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116477,Personas de 18 años y más que identifican a la Policía Federal y les genera alguna confianza,2014,16974327,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116477,Personas de 18 años y más que identifican a la Policía Federal y les genera alguna confianza,2015,16157420,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116477,Personas de 18 años y más que identifican a la Policía Federal y les genera alguna confianza,2016,18468838,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116477,Personas de 18 años y más que identifican a la Policía Federal y les genera alguna confianza,2017,18058410,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116477,Personas de 18 años y más que identifican a la Policía Federal y les genera alguna confianza,2018,19146877,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116478,Personas de 18 años y más que identifican a la Policía Federal y les genera mucha confianza,2011,9372771,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116478,Personas de 18 años y más que identifican a la Policía Federal y les genera mucha confianza,2012,9883389,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116478,Personas de 18 años y más que identifican a la Policía Federal y les genera mucha confianza,2013,10274211,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116478,Personas de 18 años y más que identifican a la Policía Federal y les genera mucha confianza,2014,11924027,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116478,Personas de 18 años y más que identifican a la Policía Federal y les genera mucha confianza,2015,11918205,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116478,Personas de 18 años y más que identifican a la Policía Federal y les genera mucha confianza,2016,11042248,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116478,Personas de 18 años y más que identifican a la Policía Federal y les genera mucha confianza,2017,11101778,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200116478,Personas de 18 años y más que identifican a la Policía Federal y les genera mucha confianza,2018,11356095,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118580,Confianza en la policía,2011,42.3784572,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118580,Confianza en la policía,2012,42.20315625,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118580,Confianza en la policía,2013,47.15382078,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118580,Confianza en la policía,2014,50.05665626,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118580,Confianza en la policía,2015,48.09256058,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118580,Confianza en la policía,2016,52.00684146,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118580,Confianza en la policía,2017,52.6695655271209,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118580,Confianza en la policía,2018,51.2544848644596,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118580,Confianza en la policía,2019,53.7473840452606,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118580,Confianza en la policía,2020,53.6229342750749,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118581,Percepción de la inseguridad,2011,39.4817236429844,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118581,Percepción de la inseguridad,2012,38.6741188861193,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118581,Percepción de la inseguridad,2013,44.0113611674174,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118581,Percepción de la inseguridad,2014,45.3416057555258,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118581,Percepción de la inseguridad,2015,44.10117795049,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118581,Percepción de la inseguridad,2016,45.38651089,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118581,Percepción de la inseguridad,2017,45.9868988088854,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118581,Percepción de la inseguridad,2018,50.0605008383003,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118581,Percepción de la inseguridad,2019,50.576703345771,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6200118581,Percepción de la inseguridad,2020,48.7372827584775,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6207046244,Percepción de confianza en los jueces,2016,53.7420130415908,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6207046244,Percepción de confianza en los jueces,2017,55.1274903131194,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6207046244,Percepción de confianza en los jueces,2018,55.0712868035051,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6207046244,Percepción de confianza en los jueces,2019,55.1257610836767,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6207046244,Percepción de confianza en los jueces,2020,56.9139916583294,Porcentaje
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6300000166,Personas de 18 años y más que identifican a la Policía Federal y consideran algo efectivo o muy efectivo el trabajo de la Policía Federal,2011,27488833,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6300000166,Personas de 18 años y más que identifican a la Policía Federal y consideran algo efectivo o muy efectivo el trabajo de la Policía Federal,2012,29038368,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6300000166,Personas de 18 años y más que identifican a la Policía Federal y consideran algo efectivo o muy efectivo el trabajo de la Policía Federal,2013,28853628,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6300000166,Personas de 18 años y más que identifican a la Policía Federal y consideran algo efectivo o muy efectivo el trabajo de la Policía Federal,2014,31665273,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6300000166,Personas de 18 años y más que identifican a la Policía Federal y consideran algo efectivo o muy efectivo el trabajo de la Policía Federal,2015,31060288,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6300000166,Personas de 18 años y más que identifican a la Policía Federal y consideran algo efectivo o muy efectivo el trabajo de la Policía Federal,2016,33023755,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6300000166,Personas de 18 años y más que identifican a la Policía Federal y consideran algo efectivo o muy efectivo el trabajo de la Policía Federal,2017,32733193,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6300000166,Personas de 18 años y más que identifican a la Policía Federal y consideran algo efectivo o muy efectivo el trabajo de la Policía Federal,2018,34127917,Personas
00,Estados Unidos Mexicanos,0,Estados Unidos Mexicanos,6300000166,Personas de 18 años y más que identifican a la Policía Federal y consideran algo efectivo o muy efectivo el trabajo de la Policía Federal,2020,14562967,Personas
01,Aguascalientes,0,Estatal,6200002197,Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más,2010,36284.8051018927,Casos por cada 100 mil habitantes
01,Aguascalientes,0,Estatal,6200002197,Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más,2011,25668.0975798285,Casos por cada 100 mil habitantes
01,Aguascalientes,0,Estatal,6200002197,Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más,2012,27224.9271600328,Casos por cada 100 mil habitantes
01,Aguascalientes,0,Estatal,6200002197,Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más,2013,26784.4816682026,Casos por cada 100 mil habitantes
01,Aguascalientes,0,Estatal,6200002197,Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más,2014,33375.7873958605,Casos por cada 100 mil habitantes
01,Aguascalientes,0,Estatal,6200002197,Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más,2015,30720.8682749695,Casos por cada 100 mil habitantes
01,Aguascalientes,0,Estatal,6200002197,Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más,2016,32601.8946598729,Casos por cada 100 mil habitantes
01,Aguascalientes,0,Estatal,6200002197,Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más,2017,33875.5088560497,Casos por cada 100 mil habitantes
01,Aguascalientes,0,Estatal,6200002197,Tasa de prevalencia delictiva por cada cien mil habitantes de 18 años y más,2018,31617.6258201557,Casos por cada 100 mil habitantes
