Quarter ID,Quarter,State ID,State,Crime Type ID,Crime Type,Modality ID,Modality,Value
20171,2017-Q1,2,Baja California,307,Other Crimes against Sexual Freedom and Security,34,Other Crimes against Sexual Freedom and Security,51
20171,2017-Q1,2,Baja California,401,Corruption of Minors,12,Corruption of Minors,65
20171,2017-Q1,2,Baja California,402,Trafficking,54,Trafficking,4
20171,2017-Q1,2,Baja California,403,Other Crimes against Society,31,Other Crimes against Society,0
20171,2017-Q1,2,Baja California,501,Abortion,1,Abortion,15
20171,2017-Q1,2,Baja California,502,Femicide,7,Knife,0
20171,2017-Q1,2,Baja California,502,Femicide,8,Firearm,0
20171,2017-Q1,2,Baja California,502,Femicide,9,Another Element,1
20171,2017-Q1,2,Baja California,502,Femicide,27,Not Specified,0
20171,2017-Q1,2,Baja California,503,Homicide,7,Knife,42
20171,2017-Q1,2,Baja California,503,Homicide,8,Firearm,270
20171,2017-Q1,2,Baja California,503,Homicide,9,Another Element,89
20171,2017-Q1,2,Baja California,503,Homicide,17,In Traffic Accident,62
20171,2017-Q1,2,Baja California,503,Homicide,27,Not Specified,12
20171,2017-Q1,2,Baja California,504,Injury,7,Knife,0
20171,2017-Q1,2,Baja California,504,Injury,8,Firearm,0
20171,2017-Q1,2,Baja California,504,Injury,9,Another Element,0
20171,2017-Q1,2,Baja California,504,Injury,17,In Traffic Accident,0
20171,2017-Q1,2,Baja California,504,Injury,27,Not Specified,2456
20171,2017-Q1,2,Baja California,505,Other Crimes against Life and Bodily Integrity,35,Other Crimes against Life and Bodily Integrity,184
20171,2017-Q1,2,Baja California,601,Rapture,36,Rapture,0
20171,2017-Q1,2,Baja California,602,Kidnapping,28,Other Kidnappings,6
20171,2017-Q1,2,Baja California,602,Kidnapping,49,Kidnapping as a Hostage,0
20171,2017-Q1,2,Baja California,602,Kidnapping,50,Express Kidnapping,0
20171,2017-Q1,2,Baja California,602,Kidnapping,51,Kidnapping for Ransom,0
20171,2017-Q1,2,Baja California,602,Kidnapping,52,Kidnapping to Cause Harm,0
20171,2017-Q1,2,Baja California,603,Child Trafficking,55,Child Trafficking,2
20171,2017-Q1,2,Baja California,604,Other Crimes against Personal Freedom,33,Other Crimes against Personal Freedom,132
20171,2017-Q1,2,Baja California,701,Breaking and Entering,5,Breaking and Entering,484
20171,2017-Q1,2,Baja California,702,Threats,6,Threats,798
20171,2017-Q1,2,Baja California,703,Against the Environment,11,Against the Environment,4
20171,2017-Q1,2,Baja California,704,Crimes Committed by Public Servants,14,Crimes Committed by Public Servants,232
20171,2017-Q1,2,Baja California,705,Electoral,16,Election,0
20171,2017-Q1,2,Baja California,706,Letting Prisoners Escape,18,Letting Prisoners Escape,1
20171,2017-Q1,2,Baja California,707,Falsehood,20,Falsehood,27
20171,2017-Q1,2,Baja California,708,Falsification,21,Falsification,124
20171,2017-Q1,2,Baja California,709,Narcomenudeo,26,Narcomenudeo,1067
20171,2017-Q1,2,Baja California,710,Other Crimes of the Common Law,32,Other Crimes of the Common Law,2059
20171,2017-Q1,3,Baja California Sur,101,Trust Abuse,2,Trust Abuse,79
20171,2017-Q1,3,Baja California Sur,102,Damage to Property,13,Damage to Property,468
20171,2017-Q1,3,Baja California Sur,103,Dispossession,15,Dispossession,117
20171,2017-Q1,3,Baja California Sur,104,Extortion,19,Extortion,80
20171,2017-Q1,3,Baja California Sur,105,Fraud,22,Fraud,243
20171,2017-Q1,3,Baja California Sur,106,Stole,10,Violently,248
20171,2017-Q1,3,Baja California Sur,106,Stole,37,"Theft of Cables, Pipes and other Objects Intended for Public Services Violently",0
20171,2017-Q1,3,Baja California Sur,106,Stole,38,"Theft of Cables, Pipes and other Objects Intended for Public Services without Violence",3
20171,2017-Q1,3,Baja California Sur,106,Stole,39,Carjacking 4 Wheel Violence,3
20171,2017-Q1,3,Baja California Sur,106,Stole,40,Carjacking 4 Wheel without Violence,331
20171,2017-Q1,3,Baja California Sur,106,Stole,41,Theft of Small and Large Vessels with Violence,0
20171,2017-Q1,3,Baja California Sur,106,Stole,42,Theft of Small and Large Vessels without Violence,3
20171,2017-Q1,3,Baja California Sur,106,Stole,43,Industrial Tool Theft or Agricultural Violently,0
20171,2017-Q1,3,Baja California Sur,106,Stole,44,Industrial Tool Theft or Agricultural without Violence,0
20171,2017-Q1,3,Baja California Sur,106,Stole,45,Motorcycle Theft Violence,0
20171,2017-Q1,3,Baja California Sur,106,Stole,46,No Motorcycle Theft Violence,13
20171,2017-Q1,3,Baja California Sur,106,Stole,47,Tractors Theft Violence,0
20171,2017-Q1,3,Baja California Sur,106,Stole,48,Theft of Tractors without Violence,0
20171,2017-Q1,3,Baja California Sur,106,Stole,53,Without Violence,2052
20171,2017-Q1,3,Baja California Sur,107,Other Crimes against Property,29,Other Crimes against Property,23
20171,2017-Q1,3,Baja California Sur,201,Failure to Comply with Obligations of Family Assistance,25,Failure to Comply with Obligations of Family Assistance,220
20171,2017-Q1,3,Baja California Sur,202,Gender-Based Violence in all its Different Modalities to Family Violence,58,Gender-Based Violence in all its Different Modalities to Family Violence,0
20171,2017-Q1,3,Baja California Sur,203,Domestic Violence,59,Domestic Violence,487
20171,2017-Q1,3,Baja California Sur,204,Other Offenses against the Family,30,Other Offenses against the Family,62
20171,2017-Q1,3,Baja California Sur,301,Sexual Abuse,3,Sexual Abuse,46
20171,2017-Q1,3,Baja California Sur,302,Sexual Harassment,4,Sexual Harassment,7
20171,2017-Q1,3,Baja California Sur,303,Sexual Harassment,23,Sexual Harassment,3
20171,2017-Q1,3,Baja California Sur,304,Incest,24,Incest,0
20171,2017-Q1,3,Baja California Sur,305,Equated Violation,56,Statutory Rape,10
20171,2017-Q1,3,Baja California Sur,306,Simple Violation,57,Simple Violation,34
20171,2017-Q1,3,Baja California Sur,307,Other Crimes against Sexual Freedom and Security,34,Other Crimes against Sexual Freedom and Security,4
20171,2017-Q1,3,Baja California Sur,401,Corruption of Minors,12,Corruption of Minors,3
20171,2017-Q1,3,Baja California Sur,402,Trafficking,54,Trafficking,0
20171,2017-Q1,3,Baja California Sur,403,Other Crimes against Society,31,Other Crimes against Society,2
20171,2017-Q1,3,Baja California Sur,501,Abortion,1,Abortion,5
20171,2017-Q1,3,Baja California Sur,502,Femicide,7,Knife,0
20171,2017-Q1,3,Baja California Sur,502,Femicide,8,Firearm,0
20171,2017-Q1,3,Baja California Sur,502,Femicide,9,Another Element,0
20171,2017-Q1,3,Baja California Sur,502,Femicide,27,Not Specified,0
20171,2017-Q1,3,Baja California Sur,503,Homicide,7,Knife,7
20171,2017-Q1,3,Baja California Sur,503,Homicide,8,Firearm,134
20171,2017-Q1,3,Baja California Sur,503,Homicide,9,Another Element,6
20171,2017-Q1,3,Baja California Sur,503,Homicide,17,In Traffic Accident,13
20171,2017-Q1,3,Baja California Sur,503,Homicide,27,Not Specified,9
20171,2017-Q1,3,Baja California Sur,504,Injury,7,Knife,1
20171,2017-Q1,3,Baja California Sur,504,Injury,8,Firearm,6
20171,2017-Q1,3,Baja California Sur,504,Injury,9,Another Element,73
20171,2017-Q1,3,Baja California Sur,504,Injury,17,In Traffic Accident,54
20171,2017-Q1,3,Baja California Sur,504,Injury,27,Not Specified,259
20171,2017-Q1,3,Baja California Sur,505,Other Crimes against Life and Bodily Integrity,35,Other Crimes against Life and Bodily Integrity,18
20171,2017-Q1,3,Baja California Sur,601,Rapture,36,Rapture,0
20171,2017-Q1,3,Baja California Sur,602,Kidnapping,28,Other Kidnappings,0
20171,2017-Q1,3,Baja California Sur,602,Kidnapping,49,Kidnapping as a Hostage,1
20171,2017-Q1,3,Baja California Sur,602,Kidnapping,50,Express Kidnapping,0
20171,2017-Q1,3,Baja California Sur,602,Kidnapping,51,Kidnapping for Ransom,0
20171,2017-Q1,3,Baja California Sur,602,Kidnapping,52,Kidnapping to Cause Harm,0
20171,2017-Q1,3,Baja California Sur,603,Child Trafficking,55,Child Trafficking,0
20171,2017-Q1,3,Baja California Sur,604,Other Crimes against Personal Freedom,33,Other Crimes against Personal Freedom,45
20171,2017-Q1,3,Baja California Sur,701,Breaking and Entering,5,Breaking and Entering,46
20171,2017-Q1,3,Baja California Sur,702,Threats,6,Threats,276
20171,2017-Q1,3,Baja California Sur,703,Against the Environment,11,Against the Environment,0
20171,2017-Q1,3,Baja California Sur,704,Crimes Committed by Public Servants,14,Crimes Committed by Public Servants,76
20171,2017-Q1,3,Baja California Sur,705,Electoral,16,Election,0
20171,2017-Q1,3,Baja California Sur,706,Letting Prisoners Escape,18,Letting Prisoners Escape,0
20171,2017-Q1,3,Baja California Sur,707,Falsehood,20,Falsehood,4
20171,2017-Q1,3,Baja California Sur,708,Falsification,21,Falsification,52
20171,2017-Q1,3,Baja California Sur,709,Narcomenudeo,26,Narcomenudeo,275
20171,2017-Q1,3,Baja California Sur,710,Other Crimes of the Common Law,32,Other Crimes of the Common Law,154
20171,2017-Q1,4,Campeche,101,Trust Abuse,2,Trust Abuse,0
20171,2017-Q1,4,Campeche,102,Damage to Property,13,Damage to Property,35
20171,2017-Q1,4,Campeche,103,Dispossession,15,Dispossession,3
20171,2017-Q1,4,Campeche,104,Extortion,19,Extortion,8
20171,2017-Q1,4,Campeche,105,Fraud,22,Fraud,4
20171,2017-Q1,4,Campeche,106,Stole,10,Violently,40
20171,2017-Q1,4,Campeche,106,Stole,37,"Theft of Cables, Pipes and other Objects Intended for Public Services Violently",0
20171,2017-Q1,4,Campeche,106,Stole,38,"Theft of Cables, Pipes and other Objects Intended for Public Services without Violence",0
20171,2017-Q1,4,Campeche,106,Stole,39,Carjacking 4 Wheel Violence,1
20171,2017-Q1,4,Campeche,106,Stole,40,Carjacking 4 Wheel without Violence,42
20171,2017-Q1,4,Campeche,106,Stole,41,Theft of Small and Large Vessels with Violence,0
20171,2017-Q1,4,Campeche,106,Stole,42,Theft of Small and Large Vessels without Violence,0
20171,2017-Q1,4,Campeche,106,Stole,43,Industrial Tool Theft or Agricultural Violently,0
20171,2017-Q1,4,Campeche,106,Stole,44,Industrial Tool Theft or Agricultural without Violence,0
20171,2017-Q1,4,Campeche,106,Stole,45,Motorcycle Theft Violence,0
20171,2017-Q1,4,Campeche,106,Stole,46,No Motorcycle Theft Violence,93
20171,2017-Q1,4,Campeche,106,Stole,47,Tractors Theft Violence,0
20171,2017-Q1,4,Campeche,106,Stole,48,Theft of Tractors without Violence,0
20171,2017-Q1,4,Campeche,106,Stole,53,Without Violence,57
20171,2017-Q1,4,Campeche,107,Other Crimes against Property,29,Other Crimes against Property,5
20171,2017-Q1,4,Campeche,201,Failure to Comply with Obligations of Family Assistance,25,Failure to Comply with Obligations of Family Assistance,0
20171,2017-Q1,4,Campeche,202,Gender-Based Violence in all its Different Modalities to Family Violence,58,Gender-Based Violence in all its Different Modalities to Family Violence,0
20171,2017-Q1,4,Campeche,203,Domestic Violence,59,Domestic Violence,12
20171,2017-Q1,4,Campeche,204,Other Offenses against the Family,30,Other Offenses against the Family,0
20171,2017-Q1,4,Campeche,301,Sexual Abuse,3,Sexual Abuse,9
20171,2017-Q1,4,Campeche,302,Sexual Harassment,4,Sexual Harassment,0
20171,2017-Q1,4,Campeche,303,Sexual Harassment,23,Sexual Harassment,0
20171,2017-Q1,4,Campeche,304,Incest,24,Incest,0
20171,2017-Q1,4,Campeche,305,Equated Violation,56,Statutory Rape,18
20171,2017-Q1,4,Campeche,306,Simple Violation,57,Simple Violation,16
20171,2017-Q1,4,Campeche,307,Other Crimes against Sexual Freedom and Security,34,Other Crimes against Sexual Freedom and Security,10
20171,2017-Q1,4,Campeche,401,Corruption of Minors,12,Corruption of Minors,3
20171,2017-Q1,4,Campeche,402,Trafficking,54,Trafficking,0
20171,2017-Q1,4,Campeche,403,Other Crimes against Society,31,Other Crimes against Society,0
20171,2017-Q1,4,Campeche,501,Abortion,1,Abortion,0
20171,2017-Q1,4,Campeche,502,Femicide,7,Knife,0
20171,2017-Q1,4,Campeche,502,Femicide,8,Firearm,1
20171,2017-Q1,4,Campeche,502,Femicide,9,Another Element,0
20171,2017-Q1,4,Campeche,502,Femicide,27,Not Specified,0
20171,2017-Q1,4,Campeche,503,Homicide,7,Knife,6
20171,2017-Q1,4,Campeche,503,Homicide,8,Firearm,9
20171,2017-Q1,4,Campeche,503,Homicide,9,Another Element,6
20171,2017-Q1,4,Campeche,503,Homicide,17,In Traffic Accident,19
20171,2017-Q1,4,Campeche,503,Homicide,27,Not Specified,0
20171,2017-Q1,4,Campeche,504,Injury,7,Knife,2
20171,2017-Q1,4,Campeche,504,Injury,8,Firearm,1
20171,2017-Q1,4,Campeche,504,Injury,9,Another Element,27
20171,2017-Q1,4,Campeche,504,Injury,17,In Traffic Accident,21
20171,2017-Q1,4,Campeche,504,Injury,27,Not Specified,0
20171,2017-Q1,4,Campeche,505,Other Crimes against Life and Bodily Integrity,35,Other Crimes against Life and Bodily Integrity,1
20171,2017-Q1,4,Campeche,601,Rapture,36,Rapture,0
20171,2017-Q1,4,Campeche,602,Kidnapping,28,Other Kidnappings,0
20171,2017-Q1,4,Campeche,602,Kidnapping,49,Kidnapping as a Hostage,0
20171,2017-Q1,4,Campeche,602,Kidnapping,50,Express Kidnapping,0
20171,2017-Q1,4,Campeche,602,Kidnapping,51,Kidnapping for Ransom,2
20171,2017-Q1,4,Campeche,602,Kidnapping,52,Kidnapping to Cause Harm,0
20171,2017-Q1,4,Campeche,603,Child Trafficking,55,Child Trafficking,0
20171,2017-Q1,4,Campeche,604,Other Crimes against Personal Freedom,33,Other Crimes against Personal Freedom,1
20171,2017-Q1,4,Campeche,701,Breaking and Entering,5,Breaking and Entering,4
20171,2017-Q1,4,Campeche,702,Threats,6,Threats,7
20171,2017-Q1,4,Campeche,703,Against the Environment,11,Against the Environment,0
20171,2017-Q1,4,Campeche,704,Crimes Committed by Public Servants,14,Crimes Committed by Public Servants,6
20171,2017-Q1,4,Campeche,705,Electoral,16,Election,0
20171,2017-Q1,4,Campeche,706,Letting Prisoners Escape,18,Letting Prisoners Escape,0
20171,2017-Q1,4,Campeche,707,Falsehood,20,Falsehood,0
20171,2017-Q1,4,Campeche,708,Falsification,21,Falsification,2
20171,2017-Q1,4,Campeche,709,Narcomenudeo,26,Narcomenudeo,37
20171,2017-Q1,4,Campeche,710,Other Crimes of the Common Law,32,Other Crimes of the Common Law,10
20171,2017-Q1,5,Coahuila de Zaragoza,101,Trust Abuse,2,Trust Abuse,164
20171,2017-Q1,5,Coahuila de Zaragoza,102,Damage to Property,13,Damage to Property,1865
20171,2017-Q1,5,Coahuila de Zaragoza,103,Dispossession,15,Dispossession,126
20171,2017-Q1,5,Coahuila de Zaragoza,104,Extortion,19,Extortion,8
20171,2017-Q1,5,Coahuila de Zaragoza,105,Fraud,22,Fraud,272
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,10,Violently,386
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,37,"Theft of Cables, Pipes and other Objects Intended for Public Services Violently",0
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,38,"Theft of Cables, Pipes and other Objects Intended for Public Services without Violence",40
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,39,Carjacking 4 Wheel Violence,35
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,40,Carjacking 4 Wheel without Violence,233
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,41,Theft of Small and Large Vessels with Violence,0
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,42,Theft of Small and Large Vessels without Violence,0
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,43,Industrial Tool Theft or Agricultural Violently,0
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,44,Industrial Tool Theft or Agricultural without Violence,7
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,45,Motorcycle Theft Violence,1
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,46,No Motorcycle Theft Violence,27
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,47,Tractors Theft Violence,0
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,48,Theft of Tractors without Violence,0
20171,2017-Q1,5,Coahuila de Zaragoza,106,Stole,53,Without Violence,2350
20171,2017-Q1,5,Coahuila de Zaragoza,107,Other Crimes against Property,29,Other Crimes against Property,234
20171,2017-Q1,5,Coahuila de Zaragoza,201,Failure to Comply with Obligations of Family Assistance,25,Failure to Comply with Obligations of Family Assistance,73
20171,2017-Q1,5,Coahuila de Zaragoza,202,Gender-Based Violence in all its Different Modalities to Family Violence,58,Gender-Based Violence in all its Different Modalities to Family Violence,6
20171,2017-Q1,5,Coahuila de Zaragoza,203,Domestic Violence,59,Domestic Violence,1770
20171,2017-Q1,5,Coahuila de Zaragoza,204,Other Offenses against the Family,30,Other Offenses against the Family,83
20171,2017-Q1,5,Coahuila de Zaragoza,301,Sexual Abuse,3,Sexual Abuse,113
20171,2017-Q1,5,Coahuila de Zaragoza,302,Sexual Harassment,4,Sexual Harassment,36
20171,2017-Q1,5,Coahuila de Zaragoza,303,Sexual Harassment,23,Sexual Harassment,0
20171,2017-Q1,5,Coahuila de Zaragoza,304,Incest,24,Incest,1
20171,2017-Q1,5,Coahuila de Zaragoza,305,Equated Violation,56,Statutory Rape,23
20171,2017-Q1,5,Coahuila de Zaragoza,306,Simple Violation,57,Simple Violation,40
20171,2017-Q1,5,Coahuila de Zaragoza,307,Other Crimes against Sexual Freedom and Security,34,Other Crimes against Sexual Freedom and Security,20
20171,2017-Q1,5,Coahuila de Zaragoza,401,Corruption of Minors,12,Corruption of Minors,13
20171,2017-Q1,5,Coahuila de Zaragoza,402,Trafficking,54,Trafficking,0
20171,2017-Q1,5,Coahuila de Zaragoza,403,Other Crimes against Society,31,Other Crimes against Society,0
20171,2017-Q1,5,Coahuila de Zaragoza,501,Abortion,1,Abortion,0
20171,2017-Q1,5,Coahuila de Zaragoza,502,Femicide,7,Knife,0
20171,2017-Q1,5,Coahuila de Zaragoza,502,Femicide,8,Firearm,1
20171,2017-Q1,5,Coahuila de Zaragoza,502,Femicide,9,Another Element,3
20171,2017-Q1,5,Coahuila de Zaragoza,502,Femicide,27,Not Specified,0
20171,2017-Q1,5,Coahuila de Zaragoza,503,Homicide,7,Knife,13
20171,2017-Q1,5,Coahuila de Zaragoza,503,Homicide,8,Firearm,30
20171,2017-Q1,5,Coahuila de Zaragoza,503,Homicide,9,Another Element,13
20171,2017-Q1,5,Coahuila de Zaragoza,503,Homicide,17,In Traffic Accident,68
20171,2017-Q1,5,Coahuila de Zaragoza,503,Homicide,27,Not Specified,0
20171,2017-Q1,5,Coahuila de Zaragoza,504,Injury,7,Knife,30
20171,2017-Q1,5,Coahuila de Zaragoza,504,Injury,8,Firearm,16
20171,2017-Q1,5,Coahuila de Zaragoza,504,Injury,9,Another Element,1015
20171,2017-Q1,5,Coahuila de Zaragoza,504,Injury,17,In Traffic Accident,158
20171,2017-Q1,5,Coahuila de Zaragoza,504,Injury,27,Not Specified,0
20171,2017-Q1,5,Coahuila de Zaragoza,505,Other Crimes against Life and Bodily Integrity,35,Other Crimes against Life and Bodily Integrity,2
20171,2017-Q1,5,Coahuila de Zaragoza,601,Rapture,36,Rapture,4
